CODIGO;DESCRIPCION;AGENTE PROPIETARIO;PORCENTAJE PROPIEDAD;TIPO UNIDAD;ESTADO;ZONA/FRONTERA
DETISA1;COGENERACIÓN DETISA;DETISA (Actividad: Generación);100;GENERACION;BAJA;ZONA ESPANOLA
DETIVD1;VENTA EXCED. AUTOPROS. DETIC;DETISA (ACTIVIDAD: COMERCIALIZACIÓN);100;GENERACION;;ZONA ESPANOLA
DETIVF1;DETIC VENTA SUB. MENS Y ANUA;DETISA (ACTIVIDAD: COMERCIALIZACION);100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
DETPM01;CEPSA VENTA PRECIO MERCADO;DETISA (ACTIVIDAD: AGENTE VENDEDOR);100;GENERACION;;ZONA ESPANOLA
DEUFRC1;EUFR GEN DISTRI COMPRA;ENEL UNIÓN FENOSA RENOVABLES;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DEUFRV1;EUFR GEN DISTRI VENTA;ENEL UNIÓN FENOSA RENOVABLES;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DEVAVD1;EL CORONIL IV;DEVA RENOVABLES S.L.U.;100;GENERACION;;ZONA ESPANOLA
DEWCAC1;EWCA GEN DISTRI COMPRA;ENERGY WORKS CARTAGENA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DEWCAV1;EWCA GEN DISTRI VENTA;ENERGY WORKS CARTAGENA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DFENAC1;FENA GEN DISTRI COMPRA;FUERZAS ELÉCTRICAS DE NAVARRA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DFENAV1;FENA GEN DISTRI VENTA;FUERZAS ELÉCTRICAS DE NAVARRA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DGACC1;GEOATLANTER GEN DISTRI COMPRA;GEOATLANTER;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DGACV1;GEOATLANTER GEN DISTRI VENTA;GEOATLANTER;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DGASNC1;GASN GEN DISTRI COMPRA;GAS NATURAL SDG;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DGASNV1;GASN GEN DISTRI VENTA;GAS NATURAL SDG;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DGAVEC1;UNIDAD GENERICA CESUR;NEOELECTRA ARAN SLU;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DGAVEV1;UNIDAD GENERICA CESUR;NEOELECTRA ARAN SLU;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DGDFCC1;GDFCE GEN DISTRI COMPRA;GDF SUEZ COMERCIALIZADORA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DGDFCV1;GDFCE GEN DISTRI VENTA;GDF SUEZ COMERCIALIZADORA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DHCGC1;HC G GEN DISTRI COMPRA;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DHCGV1;HC G GEN DISTRI VENTA;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DHIBEC1;HIBE GEN DISTRI COMPRA;HIDROELECTRICA IBERICA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DHIBEV1;HIBE GEN DISTRI VENTA;HIDROELECTRICA IBERICA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIBARC1;IBAR GEN DISTRI COMPRA;IB. ENERGÍAS RENOVABLES DE ARAGÓN;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIBARV1;IBAR GEN DISTRI VENTA;IB. ENERGÍAS RENOVABLES DE ARAGÓN;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIBCOC1;IBCOM GEN DISTRI COMPRA;IBERDROLA COMERCIALIZADORA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIBCOV1;IBCOM GEN DISTRI VENTA;IBERDROLA COMERCIALIZADORA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIBEGC1;IBEG GEN DISTRI COMPRA;IBERDROLA GENERACIÓN;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIBEGV1;IBEG GEN DISTRI VENTA;IBERDROLA GENERACIÓN;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIBRCC1;IB CM GEN DISTRI COMPRA;IB. ENERGÍAS RENOVABLES DE CASTILLA LA MANCHA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIBRCV1;IB CM GEN DISTRI VENTA;IB. ENERGÍAS RENOVABLES DE CASTILLA LA MANCHA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIGALC1;IGAL GEN DISTRI COMPRA;IB. ENERGÍAS RENOVABLES DE GALICIA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIGALV1;IGAL GEN DISTRI VENTA;IB. ENERGÍAS RENOVABLES DE GALICIA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIPROC1;IPRO GEN DISTRI COMPRA;IBERENOVA PROMOCIONES;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DIPROV1;IPRO GEN DISTRI VENTA;IBERENOVA PROMOCIONES;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DISEC01;DECEI COMPRA;DISTRIBUCION ELECTRICA CARIDAD E ILDEFONSO, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
DISPC01;DISTRIBUCIONES PEDRO VIVES;DISTRIBUCIONES PEDRO VIVES;100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
DJAROC1;JARON GEN DISTRI COMPRA;J. ARON & COMPANY;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DJAROV1;JARON GEN DISTRI VENTA;J. ARON & COMPANY;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DMELYC1;UNIDAD SUBASTA CESUR;MERRILL LYNCH COMMODITIES LIMITED;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DMELYV1;UNIDAD SUBASTA CESUR;MERRILL LYNCH COMMODITIES LIMITED;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DMSCEC1;MSCGE GEN. DIST. COMPRA;MORGAN STANLEY CAPITAL GROUP (ESPANA);100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DMSCEV1;MSCGE GEN. DIST. VENTA;MORGAN STANLEY CAPITAL GROUP (ESPANA);100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DMSCGC1;MSCGI GEN DISTRI COMPRA;MORGAN STANLEY CAPITAL GROUP;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DMSCGV1;MSCGI GEN DISTRI VENTA;MORGAN STANLEY CAPITAL GROUP;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DNEOPC1;UNIDAD GENERICA CESUR;NEOPAS COGENERACION;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DNEOPV1;UNIDAD GENERICA CESUR;NEOPAS COGENERACION;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DNEXUC1;NEXU GEN DISTRI COMPRA;NEXUS ENERGÍA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DNEXUV1;NEXU GEN DISTRI VENTA;NEXUS ENERGÍA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DNGSUC1;NGSUR GEN DISTRI COMPRA;NUEVA GENERADORA DEL SUR;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DNGSUV1;NGSUR GEN DISTRI VENTA;NUEVA GENERADORA DEL SUR;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DOURO;DOURO;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
DOUROB;DOURO BOMBEO;EDP-ENERGÍAS DE PORTUGAL;100;BOMBEO;BAJA;ZONA PORTUGUESA
DREAC01;UO COMPRAS DREUA 01;FOENER COMERCIALIZACION, S.L.U.;100;COMERCIALIZADOR;;ZONA ESPANOLA
DRENTC1;GENÉRICA CESUR;REN TRADING S.A.;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DRENTV1;GENÉRICA CESUR;REN TRADING S.A.;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DREUC01;UNIDAD COMERCIALIZACION 1;DREUE ELECTRIC SL;100;COMERCIALIZADOR;;ZONA ESPANOLA
DRORM01;DREUE OPERACIONES;DREUE OPERACIONES, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
DRORM02;DREUE OPERACIONES 2;DREUE OPERACIONES, S.L.;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
DSAICC1;SAICA GEN DISTRI COMPRA;S.A. INDUSTRIAS CELULOSA ARAGONESA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DSAICV1;SAICA GEN DISTRI COMPRA;S.A. INDUSTRIAS CELULOSA ARAGONESA;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DSEMPC1;SEMP GEN DISTRI COMPRA;RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DSEMPV1;SEMP GEN DISTRI VENTA;RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DSNICC1;SNIC GEN DISTRI COMPRA;SNIACE,S.A;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DSNICV1;SNIC GEN DISTRI VENTA;SNIACE,S.A;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DTCINC1;TCIN GEN DISTRI COMPRA;NEOELECTRA EL GRADO S.L.U.;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DTCINV1;TCIN GEN DISTRI VENTA;NEOELECTRA EL GRADO S.L.U.;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DTGPLC1;TGPL GEN DISTRI COMPRA;TOTAL GAS & POWER LIMITED;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DTGPLV1;TGPL GEN DISTRI VENTA;TOTAL GAS & POWER LIMITED;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DUEB;UGH.B. DUERO BOMBEO;IBERDROLA GENERACIÓN;100;BOMBEO;;ZONA ESPANOLA
DUER;UGH. DUERO;IBERDROLA GENERACIÓN;100;GENERACION;;ZONA ESPANOLA
DUFEC03;DUFER EXPORT NO RIGHTS UNIT;DUFENERGY TRADING SA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
DUFECP3;DUFER EXPORT RIGHTS UNIT;DUFENERGY TRADING SA;100;COMERCIALIZADOR;;FRONTERA FRANCIA
DUFEV03;DUFER IMPORT NO RIGHTS UNIT;DUFENERGY TRADING SA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
DUFEVP3;DUFER IMPORT RIGHTS UNIT;DUFENERGY TRADING SA;100;COMERCIALIZADOR;;FRONTERA FRANCIA
DUFGC1;UFG GEN DISTRI COMPRA;GAS NATURAL SDG (UNIÓN FENOSA GENERACIÓN);100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DUFGV1;UFG GEN DISTRI VENTA;GAS NATURAL SDG (UNIÓN FENOSA GENERACIÓN);100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DURAN01;DURAN S.A.T;S.A.T. N° 9.623 DURAN;100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
DVCTC01;DIVERTA COMUN. COMP (ESP);DIVERTA COMUNICACIONES Y TELEFONIA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
DVIEGC1;VIEG GEN DISTRI COMPRA;E.ON GENERACION, S.L.;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DVIEGV1;VIEG GEN DISTRI VENTA;E.ON GENERACION, S.L.;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DWMARC1;WMARK GEN DISTRI COMPRA;WIND TO MARKET;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DWMARV1;WMARK GEN DISTRI VENTA;WIND TO MARKET;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DZABAC1;ZABAL GEN DISTRI COMPRA;ZABALGARBI;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
DZABAV1;ZABAL GEN DISTRI VENTA;ZABALGARBI;100;GENERICA DISTRIBUCION;BAJA;ZONA ESPANOLA
EALBC01;EALB COMPRA;ELECTRICA ALBATERENSE, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
EAM0C01;EAM01 COMPRA;ELECTRA ALTO MINO COMERCIALIZADORA DE ENEGÍA;100;COMERCIALIZADOR;;ZONA ESPANOLA
EAMC01;AMADR COMPRA;ELÉCTRICA ANTONIO MADRID, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
EAMIC01;ELECTRA ALTO MINO COMPRA (ESP);ELECTRA ALTO MINO COMERCIALIZADORA DE ENERGÍA;100;COMERCIALIZADOR;;ZONA ESPANOLA
EASAD;ENERGÍAS DE ARAGÓN S.A.;ENERGÍAS DE ARAGÓN I;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
EASARE1;EASA 2 VENTA REG ESPECIAL 1;ENERGÍAS DE ARAGÓN II;100;GENERACION;BAJA;ZONA ESPANOLA
EBIACA1;EBIACA1;ELECTRICA NUETSRA SENOARA DE GRACIA SCV;100;COMERCIALIZADOR;;ZONA ESPANOLA
EBLCO01;ELECTRABEL SPAIN RETAILER;GDF SUEZ ENERGÍA ESPANA,S.A.U;100;COMERCIALIZADOR;;ZONA ESPANOLA
EBLCVD1;EBL CLIENTES A TARIFA;GDF SUEZ ENERGÍA ESPANA,S.A.U;100;GENERACION;;ZONA ESPANOLA
EBLCVF1;EBLCO VENTA SUB. MENS Y ANUA;GDF SUEZ ENERGÍA ESPANA,S.A.U;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
EBLV01;ELECTRABEL SP. CO. VENTA (FRA);GDF SUEZ ENERGÍA ESPANA,S.A.U;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EBRA;UGH. EBRO ALTO (IBERDROLA);IBERDROLA GENERACIÓN;100;GENERACION;;ZONA ESPANOLA
EBRC01;EN. ELEC. EBRO COMPRA (ESP);ENERGIA ELECTRICA DEL EBRO COM.;100;COMERCIALIZADOR;;ZONA ESPANOLA
EBRE001;ELECTRABEL VENTA REG EXP. 001;GDF SUEZ ENERGÍA ESPANA,S.A.U;100;GENERACION;BAJA;ZONA ESPANOLA
EBRERZ;UGH. EBRO ERZ;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
EBRFEN;UGH EBRO FECSA ENHER GARONA;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
EBROC01;EBROC COMPRA;ELECTRICA DEL EBRO;100;COMERCIALIZADOR;;ZONA ESPANOLA
EBWEC01;ENBW ENERGIA COMPRA (ESP);ENBW ENERGÍA ESPANA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
ECATC01;ELCAT COMPRA;DISTRIBUIDORA ELÉCTRICA DE CATOIRA, S.A;100;COMERCIALIZADOR;;ZONA ESPANOLA
ECAZC01;ELECTRICA CADIZ COMPRA (ESP);ELECTRICA DE CADIZ;100;COMERCIALIZADOR;;ZONA ESPANOLA
ECEC01;ELECTRA CARDENER COMPRA (ESP);ELECTRA DEL CARDENER ENERGIA;100;COMERCIALIZADOR;;ZONA ESPANOLA
ECGNC01;E-COGENIA COMER COMPRA (ESP);E-COGENIA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
ECH1;C.T. ESCUCHA;E.ON GENERACION, S.L.;100;GENERACION;;ZONA ESPANOLA
ECHO;CHORRO DEL DUQUE;WIND TO MARKET (Act.: Comercialización Re);100;GENERACION;;ZONA ESPANOLA
ECOC01;ECO COMPRA ESPANA;ECOENERGETICA;100;COMERCIALIZADOR;;ZONA ESPANOLA
ECOEC01;ECOEQ;ECOEQ ENERGÉTICA S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
ECOESP;ECOCARBURANTES ESPANOLES;ECOCARBURANTES ESPANOLES;100;GENERACION;BAJA;ZONA ESPANOLA
ECOIVD1;EL CORONIL I;ECOIBERIA SOLAR S.L.;100;GENERACION;;ZONA ESPANOLA
ECQC01;E. CONQUENSE COMER COMPRA(ESP);ELECTRICA CONQUENSE COMERCIALIZADORA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
ECQDC01;ELECTRA CONQUENSE DISTRIBUCION;ELECTRICA CONQUENSE DISTRIBUCIÓN;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
ECRERE1;ECYR Y ENVIR REG. ESPECIAL 1;CLP ENVIROGAS;50;GENERACION;BAJA;ZONA ESPANOLA
ECSCCA1;CALLO COMPRA ENERGIA;ELECTRICA DE CALLOSA DE SEGURA, CV;100;COMERCIALIZADOR;;ZONA ESPANOLA
ECT1;C.T. ESCATRÓN 1 Y 2;E.ON GENERACION, S.L.;100;GENERACION;BAJA;ZONA ESPANOLA
ECT2;C.C. ESCATRÓN 2;GLOBAL 3 COMBI;100;GENERACION;;ZONA ESPANOLA
ECT2X;CONSUMOS AUXILIARES DE ECT2;GLOBAL 3 COMBI;100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
ECT3;C.C. ESCATRÓN 3;E.ON GENERACION, S.L.;100;GENERACION;;ZONA ESPANOLA
ECT3X;CONSUMOS AUX. ECT3;E.ON GENERACION, S.L.;100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
ECYRC01;ECYR COMPRA (ESP);ENEL GREEN POWER ESPANA SL;100;COMERCIALIZADOR;;ZONA ESPANOLA
ECYRRB1;ECYR COMER. BILAT. RE. (VENTA);ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
ECYRRB2;ECYR COMER. BIL. RE.2 (VENTA);ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
ECYRRE1;ECYR VENTA REG. ESP. 1;ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;GENERACION;BAJA;ZONA ESPANOLA
ECYRRE2;ECYR VENTA REG. ESP. 2;ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;GENERACION;BAJA;ZONA ESPANOLA
ECYRRE3;ECYR VENTA REG. ESP. 3;ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;GENERACION;BAJA;ZONA ESPANOLA
ECYRREX;COMPRA SSAA ECYR;ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
ECYRV03;ECYR VENTA 1 (FRAN);ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ECYRVA3;ECYR VENTA 2 (FRAN);ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ECYRVB3;ECYR VENTA 3 (FRAN);ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ECYRVC3;ECYR VENTA 4 (FRAN);ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ECYRVD1;ECYR RE TARIFA REPRESENTANTE;ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;GENERACION;;ZONA ESPANOLA
ECYRVD3;ECYR VENTA 5 (FRAN);ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ECYRVE3;ECYR VENTA 6 (FRAN);ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
ECYRVF3;ECYR VENTA 7 (FRAN);ENEL GREEN POWER ESPANA SL (ACT: COM RE);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFAC01;EDFAC COMPRA;E.D.F.A. CASABLANCA S.COOP.V.;100;COMERCIALIZADOR;;ZONA ESPANOLA
EDFC01;EDF COMPRA 1 (FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFC03;EDF COMPRA;ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFCA3;EDF COMPRA 2 (FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFCB3;EDF COMPRA 3 (FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFCC3;EDF COMPRA 4 (FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFCP3;EDF DERECHOS COMPRA(FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFSC01;EDFAS COMPRA;COOP.VCIANA.E.D.F.A. SERRALLO, S.COOP.V.;100;COMERCIALIZADOR;;ZONA ESPANOLA
EDFTC03;EDF TRADING COMPRA (FRA);EDF TRADING LIMITED;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFTCP3;EDF TRADING DERECHOS COM (FR);EDF TRADING LIMITED;100;COMERCIALIZADOR;;FRONTERA FRANCIA
EDFTV03;EDF TRADING VENTA (FRAN);EDF TRADING LIMITED;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFTVP3;EDF TRADING DERECHOS VEN (FR);EDF TRADING LIMITED;100;COMERCIALIZADOR;;FRONTERA FRANCIA
EDFV01;EDF VENTA;ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFV03;EDF VENTA;ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFVA3;EDF 2 VENTA (FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFVB3;EDF 3 VENTA (FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFVC3;EDF 4 VENTA (FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFVD3;EDF 5 VENTA (FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFVE3;EDF 6 VENTA (FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFVF3;EDF 7 VENTA (FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDFVP3;EDF DERECHOS VENTA(FRAN);ELECTRICITÉ DE FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDPC01;EDP ENERGIA COMPRA;EDP COMERCIAL-COMERCIALIZACÃO DE ENERGIA;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
EDPC02;EDP ENERGIA COMPRA;EDP COMERCIAL-COMERCIALIZACÃO DE ENERGIA;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
EDPC03;EDP ENERGIA COMPRA (FRANCIA);EDP COMERCIAL-COMERCIALIZACÃO DE ENERGIA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDPC2;EDP COMERCIAL COMPRA (PORT);EDP COMERCIAL-COMERCIALIZACÃO DE ENERGIA;100;COMERCIALIZADOR;;ZONA PORTUGUESA
EDPDC02;EDP DISTRIBUCAO-ENEGIA PORT;EDP DISTRIBUÇAO-ENERGIA;100;DISTRIBUIDOR;BAJA;FRONTERA PORTUGAL
EDPEC01;EDP ENERGIA IBERICA COMP(ESP);EDP ENERGIA IBERICA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
EDPEC02;EDP EN. IBÉRICA COMPRA (PORT);EDP ENERGIA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
EDPEC03;EDP EN. IBÉRICA COMPRA (FRAN);EDP ENERGIA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDPEV02;EDP EN. IBÉRICA VENTA (POR);EDP ENERGIA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
EDPEV03;EDP EN. IBÉRICA VENTA (FRAN);EDP ENERGIA IBERICA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDPGC02;EDP GEST. DA PROC COMP(PORT);EDP-ENERGÍAS DE PORTUGAL;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
EDPGC03;EDP ENER. PORT. COMPRA(FRAN);EDP-ENERGÍAS DE PORTUGAL;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDPGCP3;EDPGP DERECHOS COMPRA(FRAN);EDP-ENERGÍAS DE PORTUGAL;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDPGV02;EDP GEST. DA PROC VENT(PORT);EDP-ENERGÍAS DE PORTUGAL;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
EDPGV03;EDP ENER. PORT. VENT(FRAN);EDP-ENERGÍAS DE PORTUGAL;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDPGVP3;EDPGP DERECHOS VENTA(FRAN);EDP-ENERGÍAS DE PORTUGAL;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EDPSVD1;VENTA RE;EDP SERVIÇO UNIVERSAL;100;GENERACION;;ZONA PORTUGUESA
EDPUC02;EDP SERV UNIV - ENEGIA PORT;EDP SERVIÇO UNIVERSAL;100;DISTRIBUIDOR;BAJA;FRONTERA PORTUGAL
EDPUC1;EDP SERV. UNIV COMPRA (ESP);EDP SERVIÇO UNIVERSAL;100;COMERCIALIZADOR ULTIMO RECURSO;;ZONA ESPANOLA
EDPUC2;EDP SERV. UNIV COMPRA (PORT);EDP SERVIÇO UNIVERSAL;100;COMERCIALIZADOR ULTIMO RECURSO;;ZONA PORTUGUESA
EDPUVS1;EDPSU AJUSTE CLIENTES;EDP SERVIÇO UNIVERSAL;100;VENTA DIST. AJUSTE CLIENTES;;ZONA ESPANOLA
EDPV01;EDP ENERGIA VENTA;EDP COMERCIAL-COMERCIALIZAÇÃO DE ENERGIA;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
EDPV02;EDP ENERGIA VENTA;EDP COMERCIAL-COMERCIALIZAÇÃO DE ENERGIA;100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
EDPV03;EDP ENERGIA VENTA FRANCIA;EDP COMERCIAL-COMERCIALIZAÇÃO DE ENERGIA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
EE21C01;ENDESA ENERGIA XXI COMPRA;ENDESA ENERGIA XXI, S.L.;100;COMERCIALIZADOR ULTIMO RECURSO;;ZONA ESPANOLA
EE21CEB;EEXXI INTERCONEXION BALEARES;ENDESA ENERGIA XXI, S.L.;100;DISTRIBUIDOR;;ZONA ESPANOLA
