CODIGO;DESCRIPCION;AGENTE PROPIETARIO;PORCENTAJE PROPIEDAD;TIPO UNIDAD;ESTADO;ZONA/FRONTERA
RONDC01;COMPRAS;ELECTRICA SERRANIA DE RONDA ENERGIA S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
ROSSEL;ROSSELLO;ENERGÉTICA DE ROSELLÓ;100;GENERACION;BAJA;ZONA ESPANOLA
RPG01;C.T. PEGO 1;REN TRADING S.A.;100;GENERACION;;ZONA PORTUGUESA
RPG02;C.T. PEGO 2;REN TRADING S.A.;100;GENERACION;;ZONA PORTUGUESA
RPTRTAR;REPSOL PETRÓLEO TARRAGONA;REPSOL PETRÓLEO;100;GENERACION;;ZONA ESPANOLA
RSPRC01;UNIDAD COMPRAS CONSUMIDORES;RESPIRA ENERGIA, S.A.;100;COMERCIALIZADOR;;ZONA ESPANOLA
RSPRE01;VENTA RE 01;RESPIRA ENERGIA, S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
RSPVD01;VENTAS TECNOLOGIA HIDRAULICA;RESPIRA ENERGIA, S.A.;100;GENERACION;;ZONA ESPANOLA
RSPVD02;VENTES SOLAR FOTOVOLTAICA;RESPIRA ENERGIA, S.A.;100;GENERACION;;ZONA ESPANOLA
RTG01;C.C. TURBOGÁS 1;REN TRADING S.A.;100;GENERACION;;ZONA PORTUGUESA
RTG02;C.C. TURBOGÁS 2;REN TRADING S.A.;100;GENERACION;;ZONA PORTUGUESA
RTG03;C.C. TURBOGÁS 3;REN TRADING S.A.;100;GENERACION;;ZONA PORTUGUESA
RWEC03;RWE TRADING GMBH COMPRA (FRAN);RWE Trading GmbH;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
RWETC01;RWE TRADING GMBH COMPRA(ESP);RWE Trading Gmbh (Sucursal en Espana);100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
RWEV03;RWE TRADING GMBH VENTA (FRANC);RWE Trading GmbH;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SAGU1;C.C. SAGUNTO 1;GAS NATURAL SDG;100;GENERACION;;ZONA ESPANOLA
SAGU2;C.C. SAGUNTO 2;GAS NATURAL SDG;100;GENERACION;;ZONA ESPANOLA
SAGU3;C.C. SAGUNTO 3;GAS NATURAL SDG;100;GENERACION;;ZONA ESPANOLA
SAICA;SAICA;S.A. INDUSTRIAS CELULOSA ARAGONESA;100;GENERACION;BAJA;ZONA ESPANOLA
SAICV03;SAICA VENTA (FRAN);S.A. INDUSTRIAS CELULOSA ARAGONESA;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SALAC01;SALAS COMPRA;ELECTRICA SALAS DE PALLARS;100;COMERCIALIZADOR;;ZONA ESPANOLA
SALICA;SALICA;SALICA INDUSTRIA ALIMENTARIA;100;GENERACION;BAJA;ZONA ESPANOLA
SAMPC01;SAMP COMER;SAMPOL INGENIERIA Y OBRAS, S.A.;100;COMERCIALIZADOR;;ZONA ESPANOLA
SAMPEDR;SAMPEDRO;HEREDEROS DE CERAMICA SAMPEDRO;100;GENERACION;BAJA;ZONA ESPANOLA
SAMPOL;SAMPOL INGENIERÍA Y OBRAS;SAMPOL INGENIERIA Y OBRAS;100;GENERACION;BAJA;ZONA ESPANOLA
SAMPRE1;SAMPOL VENTA RE 1;SAMPOL INGENIERIA Y OBRAS;100;GENERACION;BAJA;ZONA ESPANOLA
SAMPVD1;SAMPOL TARIFA;SAMPOL INGENIERIA Y OBRAS;100;GENERACION;;ZONA ESPANOLA
SAMPVD2;SAMPOL TARIFA 2;SAMPOL INGENIERIA Y OBRAS;100;GENERACION;;ZONA ESPANOLA
SAMPVD3;SAMPOL TARIFA 3;SAMPOL INGENIERIA Y OBRAS;100;GENERACION;;ZONA ESPANOLA
SAN1;SANGUESA;WIND TO MARKET (Act.: Comercialización Re);100;GENERACION;;ZONA ESPANOLA
SANSO;PL. SOLAR TERMOELECTCA. PS10;SANLUCAR SOLAR;100;GENERACION;BAJA;ZONA ESPANOLA
SASRUB;CENTRAL SOT DE RUBIO;SERVEIS AUXILIARS SOT DE RUBIO;100;GENERACION;BAJA;ZONA ESPANOLA
SASRUBR;CENTRAL SOT DE RUBIO;NEXUS ENERGÍA (ACT. COMERCIALIZACIÓN RE);100;GENERACION;;ZONA ESPANOLA
SATOLIV;BUNUEL;PRODUCTOS AGROPECUARIOS HERMANOS OLIVER S.L.;100;GENERACION;BAJA;ZONA ESPANOLA
SAVEC01;SAVING01;ENERGEA SAVING ENERGY, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
SBEU;UGH. SIL-BIBEY-EUME;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
SBO1;C.T. SABON 1;GAS NATURAL SDG;100;GENERACION;BAJA;ZONA ESPANOLA
SBO2;C.T. SABON 2;GAS NATURAL SDG;100;GENERACION;BAJA;ZONA ESPANOLA
SBO3;C.C. SABÓN 3;GAS NATURAL SDG;100;GENERACION;;ZONA ESPANOLA
SCOC01;SALTEA COMERCIAL (ESP);SALTEA COMERCIAL;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
SCORE1;SALTEA VENTA R. ESP. 1;SALTEA COMERCIAL;100;GENERACION;BAJA;ZONA ESPANOLA
SCRUC01;ALUMINA ESPANOLA;ALUMINA ESPANOLA;100;CONSUMIDOR DIRECTO;BAJA;ZONA ESPANOLA
SCVC01;COMPRA SCV;SYDER COMERCIALIZADORA VERDE, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
SECAC01;SECADEROS DE LA VEGA;SECADEROS DE LA VEGA S.A.U;100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
SEDA;SEDA COGENERACION;SEDA COGENERACION;100;GENERACION;BAJA;ZONA ESPANOLA
SEDARE1;SEDAE VENTA REG. ESPECIAL 1;SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A;100;GENERACION;BAJA;ZONA ESPANOLA
SEDAVD1;SEDAE RE 1;SERVICIOS ENERGETICOS DE ALTA EFICIENCIA, S.A;100;GENERACION;;ZONA ESPANOLA
SEMPC01;SEMPRA ENERGY TRADING;RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;COMERCIALIZADOR;;ZONA ESPANOLA
SEMPC03;SEMP. ENERGY TRD. COMPRA (FR);RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SEMPC2;SEMPRA PORTUGAL COMPRA;RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;COMERCIALIZADOR;;ZONA PORTUGUESA
SEMPCP3;SEMP DERECHOS COMPRA(FRAN);RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;COMERCIALIZADOR;;FRONTERA FRANCIA
SEMPRE1;SEMPRA VENTA REG. ESPECIAL;RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;GENERACION;BAJA;ZONA ESPANOLA
SEMPV03;SEMP. ENERGY TRD. VENTA (FR);RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SEMPVF1;SEMPRA VENTA SUB. MENS Y ANUA;RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
SEMPVP3;SEMP DERECHOS VENTA(FRAN);RBS SEMPRA ENERGY EUROPE ESPANA, S.L.U.;100;COMERCIALIZADOR;;FRONTERA FRANCIA
SESAC01;SHELL ESPANA COMPRA;SHELL ESPANA;100;COMERCIALIZADOR;;ZONA ESPANOLA
SESIC01;SOLVAY ENERGY SERVICES IBERICA;SOLVAY ENERGY SERVICES I8ERICA.S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
SESTEB;P.E. SAN ESTEBAN;DESARROLLO DE ENERGÍAS RENOVABLES DE NAVARRA;100;GENERACION;BAJA;ZONA ESPANOLA
SESTEB2;P.E. SAN ESTEBAN 2a FASE;DESARROLLO DE ENERGÍAS RENOVABLES DE NAVARRA;100;GENERACION;BAJA;ZONA ESPANOLA
SETUBA1;SETUBAL1;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
SETUBA2;SETUBAL 2;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
SETUBA3;SETUBAL 3;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
SETUBA4;SETUBAL 4;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
SFA1;SAN FAUSTO 1;WIND TO MARKET (Act.: Comercialización Re);100;GENERACION;;ZONA ESPANOLA
SFA2;SAN FAUSTO 2;WIND TO MARKET (Act.: Comercialización Re);100;GENERACION;;ZONA ESPANOLA
SFADC01;COOP ELECTR SAN FRANCISCO ASIS;SCLBCE SAN FRANCISCO DE ASÍS;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
SFADCA1;SFAD SUJETO COM. NO AG. COMPRA;SCLBCE SAN FRANCISCO DE ASÍS;100;COMERCIALIZADOR;;ZONA ESPANOLA
SHEEC03;SHELL ENERGY TRADING COMP (FR);SHELL ENERGY EUROPE LIMITED;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SHEECP3;SHELL EN TR DERECHOS COMP (FR);SHELL ENERGY EUROPE LIMITED;100;COMERCIALIZADOR;;FRONTERA FRANCIA
SHEEV03;SHELL ENERGY TRADING VEN (FR);SHELL ENERGY EUROPE LIMITED;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SHEEVP3;SHELL EN TR DERECHOS VENT (FR);SHELL ENERGY EUROPE LIMITED;100;COMERCIALIZADOR;;FRONTERA FRANCIA
SIA;P.E. LA SIA;BOREAS EÓLICA 2;100;GENERACION;BAJA;ZONA ESPANOLA
SIERO;MADERAS DE SIERO;MADERAS DE SIERO;100;GENERACION;BAJA;ZONA ESPANOLA
SIL;UGH. SIL;IBERDROLA GENERACIÓN;100;GENERACION;;ZONA ESPANOLA
SILB;UGH.B. SIL BOMBEO;IBERDROLA GENERACIÓN;100;BOMBEO;;ZONA ESPANOLA
SINES1;C.T. SINES 1;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;;ZONA PORTUGUESA
SINES2;C.T. SINES 2;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;;ZONA PORTUGUESA
SINES3;C.T. SINES 3;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;;ZONA PORTUGUESA
SINES4;C.T. SINES 4;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;;ZONA PORTUGUESA
SIRE001;SACYR RE M001;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;BAJA;ZONA ESPANOLA
SISUR;SIERRA SUR;SIERRA SUR ENERGIA;100;GENERACION;BAJA;ZONA ESPANOLA
SIVD001;SACYR VD T001;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;;ZONA ESPANOLA
SIVD002;SACYR VD T002;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;;ZONA ESPANOLA
SIVD003;SACYR VD T003;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;;ZONA ESPANOLA
SIVD004;SACYR VD T004;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;;ZONA ESPANOLA
SIVD005;SACYR VD T00S;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;;ZONA ESPANOLA
SIVD006;SACYR VD T00B;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;BAJA;ZONA ESPANOLA
SIVD007;SACYR VD T00l;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;;ZONA ESPANOLA
SIVD008;SACYR VD T008;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;;ZONA ESPANOLA
SIVD009;SACYR VD T009;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;BAJA;ZONA ESPANOLA
SIVD010;SACYR VD T010;SACYR INDUSTRIAL, S.L.U.;100;GENERACION;;ZONA ESPANOLA
SLPRO;PS20;SOLAR PROCESSES, S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
SLQRE1;SULQUISA VENTA REG. ESP. 1;SULQUISA;100;GENERACION;BAJA;ZONA ESPANOLA
SLTB;UGH.B. ESTANG. SALLENTE BOMB.;ENDESA GENERACIÓN, S.A.;100;BOMBEO;;ZONA ESPANOLA
SLTG;UGH. ESTANG. SALLENTE TURB.;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
SMDEC01;SOC. MPAL. LLAVORSÍ;SOC. MUNICIPAL DE DISTRIB. ELÉCTRICA DE LLAVORSÍ;100;COMERCIALIZADOR;;ZONA ESPANOLA
SMGC03;STATRKAFT MAR COMPRA (FRANC);STATKRAFT MARKETS GMBH;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SMGCP3;SMG DERECHOS COMPRA(FRAN);STATKRAFT MARKETS GMBH;100;COMERCIALIZADOR;;FRONTERA FRANCIA
SMGV03;STATRKAFT MAR VENTA (FRANC);STATKRAFT MARKETS GMBH;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SMGVP3;SMG DERECHOS VENTA(FRAN);STATKRAFT MARKETS GMBH;100;COMERCIALIZADOR;;FRONTERA FRANCIA
SMULLES;SMURFIT (CANOVELLES);SMURFIT ESPANA;;GENERACION;BAJA;ZONA ESPANOLA
SNETC03;END FRANCE COMPRA (FR);ENDESA FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SNETCP3;END FRANCE DERECH COMP (FR);ENDESA FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SNETV03;END FRANCE VENTA (FR);ENDESA FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SNETVP3;END FRANCE DERECH VENTA (FR);ENDESA FRANCE;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
SNIAC01;SNIACE S.A;SNIACE S.A;100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
SNICOG;SNIACE COGENERACION;SNIACE,S.A;100;GENERACION;;ZONA ESPANOLA
SNICRE1;SNIACE VENTA REG. ESPECIAL;SNIACE ,S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
SNIEC01;SNIACE ENERGIA COMPRA (ESP);SNIACE ENERGIA;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
SNTEC;COGENERACIÓN PAPELERA NAVARRA;SMURFIT NAVARRA;;GENERACION;BAJA;ZONA ESPANOLA
SNTEVD1;TEC94 REP TARIFA;TEC 94;100;GENERACION;;ZONA ESPANOLA
SOGRE1;SOGAMA VENTA REG ESPECIAL 1;SOGAMA;100;GENERACION;BAJA;ZONA ESPANOLA
SOL2;EL SOLVENTE 2;WIND TO MARKET (Act.: Comercialización Re);100;GENERACION;;ZONA ESPANOLA
SOLDE01;SOLANAR DISTRIBUIDORA;SOLANAR DISTRIBUIDORA ELÉCTRICA;100;DISTRIBUIDOR;BAJA;ZONA ESPANOLA
SOLDVD1;VENTA EXCED. RE SOLDE;SOLANAR DISTRIBUIDORA ELÉCTRICA;100;GENERACION;BAJA;ZONA ESPANOLA
SOLLC01;ELEC. SOLLERENSE COMPRAS(ESP);ELÉCTRICA SOLLERENSE, S.A.U.;100;COMERCIALIZADOR;;ZONA ESPANOLA
SOLVAY2;SOLVAY II;SOLAL COGENERACIÓN;100;GENERACION;BAJA;ZONA ESPANOLA
SOLVAYM;SOLVAY - MARTORELL;COFELY ENERGIA MARTORELL;100;GENERACION;BAJA;ZONA ESPANOLA
SOMEC01;SOMEN COMPRA;SOM ENERGIA SCCL;100;COMERCIALIZADOR;;ZONA ESPANOLA
SONGC05;SONGZ EXPORTS;SONELGAZ;100;COMERCIALIZADOR;;FRONTERA MARRUECOS
SONGV05;SONGZ IMPORTS;SONELGAZ;100;COMERCIALIZADOR;;FRONTERA MARRUECOS
SONZC01;SONELGAZ COMPRA;SONELGAZ;100;COMERCIALIZADOR;BAJA;FRONTERA MARRUECOS
SONZC05;SONELGAZ COMPRA;SONELGAZ;100;COMERCIALIZADOR;BAJA;FRONTERA MARRUECOS
SONZV01;SONELGAZ VENTA;SONELGAZ;100;COMERCIALIZADOR;BAJA;FRONTERA MARRUECOS
SONZV05;SONELGAZ VENTA;SONELGAZ;100;COMERCIALIZADOR;BAJA;FRONTERA MARRUECOS
SOREC01;SOREA SOC. AGUAS COMPRA (ESP);SOCIEDAD REGIONAL DE ABASTECIMIENTO DE AGUAS;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
SRI1;C.T. SOTO 1;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERACION;BAJA;ZONA ESPANOLA
SRI2;C.T. SOTO 2;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERACION;;ZONA ESPANOLA
SRI3;C.T. SOTO 3;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERACION;;ZONA ESPANOLA
SRI4;C.C. SOTO 4;CENTRAL TERMICA CICLO COMBINADO GRUPO 4, SL;100;GENERACION;BAJA;ZONA ESPANOLA
SRI4R;C.C. SOTO 4;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERACION;;ZONA ESPANOLA
SRI4X;SRI4 SERV. AUXILIARES;ELÉCTRICA DE LA RIBERA DEL EBRO, S.A.;100;CONSUMIDOR DIRECTO;BAJA;ZONA ESPANOLA
SRI5;C.C. SOTO DE RIBERA S;ELÉCTRICA DE LA RIBERA DEL EBRO, S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
SRI5R;CC SOTO RIBERA S REPR;HIDROELECTRICA DEL CANTABRICO Generación;100;GENERACION;;ZONA ESPANOLA
SRI5X;SS. AA. SOTO DE RIBERA 5;ELÉCTRICA DE LA RIBERA DEL EBRO, S.A.;100;CONSUMIDOR DIRECTO;BAJA;ZONA ESPANOLA
SRI5XR;SSAA SOTO 5 REPR;HIDROELECTRICA DEL CANTABRICO Generación;100;CONSUMIDOR DIRECTO;BAJA;ZONA ESPANOLA
SROQ1;C.C. SAN ROQUE 1;GAS NATURAL SDG;100;GENERACION;;ZONA ESPANOLA
SROQ2;C.C. SAN ROQUE 2;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
STACC01;STACQ COMPRA;ELÉCTRICA MUNICIPAL DE SANTA COLOMA DE QUERALT, S.;100;COMERCIALIZADOR;;ZONA ESPANOLA
STAGC01;COMERCIALIZADORA STAGIONI;STAGIONI ENERGIA RENOVABLE S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
STC1;C.T SANTURCE 1;IBERDROLA GENERACIÓN;100;GENERACION;BAJA;ZONA ESPANOLA
STC2;C.T SANTURCE 2;IBERDROLA GENERACIÓN;100;GENERACION;BAJA;ZONA ESPANOLA
STC3;C.T SANTURCE 3;IBERDROLA GENERACIÓN;100;GENERACION;BAJA;ZONA ESPANOLA
STC4;C.C. SANTURCE 4;HIDROELECTRICA IBERICA;100;GENERACION;BAJA;ZONA ESPANOLA
STC4R;C.C. SANTURCE 4;IBERDROLA GENERACIÓN;100;GENERACION;;ZONA ESPANOLA
STENBA;STORA ENSO PL. COGENERACION;STORA ENSO BARCELONA;100;GENERACION;BAJA;ZONA ESPANOLA
STROC01;ENERGY STROM COMPRAS;ENERGY STROM XXI, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
SUCSC01;SUCSA COMPRA (ESP) COMPRA COMERCIALIZADORA;SERVICIOS URBANOS DE CERLER;100;COMERCIALIZADOR;;ZONA ESPANOLA
SUNAC01;;SUNAIR ONE ENERGY S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
SUNEC01;COMPRA COMERCIALIZADORA;SUNAIR ONE ENERGY EVOLUTION S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
SWITC01;SWITC01;SWITCHENERGY S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
TAJB;UGH.B. TAJO BOMBEO;IBERDROLA GENERACIÓN;100;BOMBEO;;ZONA ESPANOLA
TAJO;UGH. TAJO;IBERDROLA GENERACIÓN;100;GENERACION;;ZONA ESPANOLA
TALAC01;TALAR COMPRA;TALARN DISTRIBUCIO MUNICIPAL ELECTRICA;100;COMERCIALIZADOR;;ZONA ESPANOLA
TALYC01;TALAY COMPRA;DISTRIBUCIONES ELECTRICAS TALAYUELAS, S.L.;100;COMERCIALIZADOR;;ZONA ESPANOLA
TANB;C.H.B. TANES BOMBEO;HIDROELECTRICA DEL CANTABRICO Generación;100;BOMBEO;;ZONA ESPANOLA
TAPOWER;C.C. TARRAGONA POWER;TARRAGONA POWER;100;GENERACION;;ZONA ESPANOLA
TAPOWEX;TARRAGONA POWER SER. AUX.;TARRAGONA POWER;100;CONSUMIDOR DIRECTO;BAJA;ZONA ESPANOLA
TARRAG;C.C. TARRAGONA;E.ON GENERACION, S.L.;100;GENERACION;;ZONA ESPANOLA
TAULELL;TAULELL;TAULELL;100;GENERACION;BAJA;ZONA ESPANOLA
TAULRE1;TAULELL VENTA REG. ESPECIAL 1;TAULELL;100;GENERACION;BAJA;ZONA ESPANOLA
TCINCA;TRUCHAS DEL CINCA;NEOELECTRA EL GRADO S.L.U.;100;GENERACION;BAJA;ZONA ESPANOLA
TCSILLA;TECNICAS DE COG. DE SILLA;TÉCNICAS DE COGENERACIÓN DE SILLA;100;GENERACION;BAJA;ZONA ESPANOLA
TECNC01;UNIDAD OFERTANTE;TECNOS INGENIEROS;100;COMERCIALIZADOR;;ZONA ESPANOLA
TECQU;TEC. COGENERACION DE QUART;TECNICAS DE COGENERACION DE QUART;100;GENERACION;BAJA;ZONA ESPANOLA
TECSMUR;TEC 94 Y SMURFIT ESPANA;SMURFIT ESPANA;;GENERACION;BAJA;ZONA ESPANOLA
TECYCAL;TEC 94 Y CARTONAJES LEVANTE;CARTONAJES LEVANTE;;GENERACION;BAJA;ZONA ESPANOLA
TEES;UGH. TERA-ESLA;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
TEGELSA;FABRICA DE YESO EN GELSA;TECNICAS DE COGENERACIÓN DEL GELSA;100;GENERACION;BAJA;ZONA ESPANOLA
TEMON;SISTEMA TEJO-MONDEGO;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;;ZONA PORTUGUESA
TEMONB;TEJO-MONDEGO BOMBEO;EDP-ENERGÍAS DE PORTUGAL;100;BOMBEO;BAJA;ZONA PORTUGUESA
TER1;C.T. TERUEL 1;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
TER2;C.T. TERUEL 2;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
TER3;C.T. TERUEL 3;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
TERE;UGH. TER;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
TERVD01;HIDRAULICA;TAMOIN ENERGIAS RENOVABLES SOCIEDAD LIMITADA;100;GENERACION;BAJA;ZONA ESPANOLA
TIRVC01;TIRVI COMPRA;SOCIE MUNICIPAL DE DISTRIBUCIO ELECTRICA DE TIRVIA;100;COMERCIALIZADOR;;ZONA ESPANOLA
TJEB;C.H. B. TAJO ENCANTADA BOMBEO;ENDESA GENERACIÓN, S.A.;100;BOMBEO;;ZONA ESPANOLA
TJEG;C.H. TAJO ENCANTADA GENERACION;ENDESA GENERACIÓN, S.A.;100;GENERACION;;ZONA ESPANOLA
TOLOSA;COGENERACIÓN TOLOSANA;COGENERACIÓN TOLOSANA;100;GENERACION;BAJA;ZONA ESPANOLA
TOMEGA;TENERIAS OMEGA;TENERIAS OMEGA;100;GENERACION;BAJA;ZONA ESPANOLA
TORTE01;TORTOSA ENERGIA COMPRA;TORTOSA ENERGIA (ACTIVIDAD: CLIENTE CUALIFICADO);100;CONSUMIDOR DIRECTO;;ZONA ESPANOLA
TORTOSA;TORTOSA ENERGIA;TORTOSA ENERGIA (ACTIVIDAD: GENERACIÓN);100;GENERACION;BAJA;ZONA ESPANOLA
TORTVD1;TORTOSA A TARIFA;TORTOSA ENERGIA (ACTIVIDAD: GENERACIÓN);100;GENERACION;BAJA;ZONA ESPANOLA
TOTGC03;TOTAL GAS COMPRA;TOTAL GAS & POWER LIMITED;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
TOTGCP3;TOTAL GA DERECHOS COMPRA(FRAN);TOTAL GAS & POWER LIMITED;100;COMERCIALIZADOR;;FRONTERA FRANCIA
TOTGV03;TOTAL GAS VENTA;TOTAL GAS & POWER LIMITED;100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
TOTGVP3;TOTAL GAS DERECHOS VENTA(FRAN);TOTAL GAS & POWER LIMITED;100;COMERCIALIZADOR;;FRONTERA FRANCIA
TRAMOSA;TRAMOSA;TRABAJOS AGRICOLAS Y MOVIMIENTOS, S.A.;100;GENERACION;BAJA;ZONA ESPANOLA
TRASESA;TERSA;TERSA - TRACTAMENT I SELECCIÓ DE RESIDUS;100;GENERACION;BAJA;ZONA ESPANOLA
TRL1;C.N. TRILLO;GAS NATURAL SDG;34,S;GENERACION;;ZONA ESPANOLA
TRONC01;TRONC01;ELECTRO SOPORTE COMERCIAL Y GESTIÓN, SL;100;COMERCIALIZADOR;;ZONA ESPANOLA
TUNES1;TUNES 1;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
TUNES2;TUNES 2;EDP-ENERGÍAS DE PORTUGAL;100;GENERACION;BAJA;ZONA PORTUGUESA
TVSLJ;TRAT. VERT. SAL. LAV. JAMONES;JAMCAL ALIMENTACION;100;GENERACION;BAJA;ZONA ESPANOLA
TXABIER;RIO TXABIER;COGENERACIÓN RIO TXABIER;100;GENERACION;BAJA;ZONA ESPANOLA
TXUC01;TXU ENERGY TRAD. COMPRAS(ESP);TXU ENERGY TRADING;100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
UFBB;C.H.B. BOLARQUE BOMBEO;GAS NATURAL SDG;100;BOMBEO;;ZONA ESPANOLA
UFBG;C.H. BOLARQUE GENERACION;GAS NATURAL SDG;100;GENERACION;;ZONA ESPANOLA
UFCO01;UN. FENOSA COMERCIALIZ. (ESP);GAS NATURAL SDG (UNION FENOSA COMERCIALIZADORA);100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
UFCO05;UN. FENOSA COMERCIALIZ. (MARR);GAS NATURAL SDG (UNION FENOSA COMERCIALIZADORA);100;COMERCIALIZADOR;BAJA;FRONTERA MARRUECOS
UFCOC2;UF G COMERCIAL. COMPRA (PORT);GAS NATURAL SDG (UNION FENOSA COMERCIALIZADORA);100;COMERCIALIZADOR;BAJA;ZONA PORTUGUESA
UFCORB1;UFCO COMER. BILAT. RE. 1 (VEN);GAS NATURAL SDG (UFG (ACT: COMERCIALIZAC));100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
UFCORB2;UFCO COMER. BILAT. RE. 2 (VEN);GAS NATURAL SDG (UFG (ACT: COMERCIALIZAC));100;COMERCIALIZADOR;BAJA;ZONA ESPANOLA
UFCOV02;UN. FENOSA COM. VENTA (PORT);GAS NATURAL SDG (UNION FENOSA COMERCIALIZADORA);100;COMERCIALIZADOR;BAJA;FRONTERA PORTUGAL
UFCOV03;UN. FENOSA COMER. VENTA (FRAN);GAS NATURAL SDG (UNION FENOSA COMERCIALIZADORA);100;COMERCIALIZADOR;BAJA;FRONTERA FRANCIA
UFCUC01;UF CUR COMPRA;UNION FENOSA METRA, S.L.;100;COMERCIALIZADOR ULTIMO RECURSO;BAJA;ZONA ESPANOLA
